stars,date,review
4.0,2023-12-26,워낙 유명한데다가 겨울의 선물 에디션이라는 이야기에 바로 장바구니에 담았네요....! 재미있어요
4.0,2023-12-24,고마워요ㅎㅎ좋아요 좋습니다
4.0,2023-12-24,고마워요ㅎㅎ좋아요 좋습니다
4.0,2023-12-24,추천해요 재미있습미자
4.0,2023-12-23,"마음이 따뜻해지는 책이에요.
추천합니다."
3.0,2023-12-23,좋아요 세상사는 맛이 있네요
4.0,2023-12-22,아직초반이지만 좋은도서입니다.
4.0,2023-12-21,재밌게 읽었습니다.추천합니다
4.0,2023-12-20,"너무 재있고 감동도 있고 힐링되는 책입니다.
강력추천이요!"
4.0,2023-12-20,재밌게 잘 봤습니다. 글도 잘 읽히고 시간내서 보기좋았어요
4.0,2023-12-18,오랜만에 소설책을 읽었는데 이걸 다읽고 불편한편의점2를 바로 구매했어요 재밌네요^^
4.0,2023-12-18,제가 너무 재미있게 잘 읽어서 선물 할려고 다시 구매했습니다. 선물 받은 사람도 잘 읽어 봤으면 좋겠네요. 배송 꼼꼼히 잘 받았습니다. 감사합니다.
4.0,2023-12-17,잘 읽었어요.  아이가 좋더 크면 읽어보라고 추천 해줘야 겠네요.
4.0,2023-12-15,시작하자마자 쭉쭉 읽힙니다 재밌게 읽었습니다
4.0,2023-12-15,"아들을 위한 책 선물..
마음이 따뜻해 지는 책 좋아요"
4.0,2023-12-14,굉장히 재미있게 읽었습니다. 일상과 닿아있는 거 같아서 좋아요
4.0,2023-12-13,재밌게 읽어서 추천합니다
4.0,2023-12-10,재밌다고 추천받아 구입합니다
4.0,2023-12-05,"재미있습니다 
잘 읽혀요"
4.0,2023-12-05,제가 너무 재미있게 잘 읽어서 선물 할려고 다시 구매했습니다. 선 물 받는 사람도 잘 읽어 봤으면 좋겠네요. 배송 꼼꼼히 잘 받았습니 다. 감사합니다.
4.0,2023-12-04,관련분야 공부에 도움되요
4.0,2023-12-04,공감되는 좋은 내용이에요
4.0,2023-12-04,마음이따뜻해집니다
4.0,2023-12-04,좋아오ㅡ 좋아요 좋아오ㅡ
4.0,2023-12-03,재미있게 읽었어요
4.0,2023-12-03,좋은 책을 잘 샀습니다
4.0,2023-12-03,좋은 책을 잘 샀습니다
4.0,2023-12-03,좋은 책을 잘 샀습니다.
4.0,2023-12-03,2권이 궁금해졌어요
3.0,2023-12-02,다 못 읽었지만 재미있을 것 같아요
4.0,2023-11-30,재밌고 2권이 빨리 읽고 싶어요
4.0,2023-11-28,재미있습니다..베스트셀러...
4.0,2023-11-26,잔잔한 에피소드가 좋네요. 2권도 기대돼요.
4.0,2023-11-26,"🍀 평소 소설을 잘 안 읽는 청소년입니다🍀
전 보통 인간관계에 관한 그런 진중한 주제를 다루는 책을 많이 읽어왔습니다 소설엔 관심도 없었죠 근데 이번에 교보문고에 가게 될 일이 있어 갔는데 저번에 친구가 불편한 편의점 2가 나왔다고 좋아했던 모습이 생각 나 할 것도 별로 없겠다 이 참에 앞 부분만 조금 읽어볼까라는 생각이 들어 그 자리에서 읽어보게 되었습니다 이 책을 읽고 나서 소설은 그냥 만화책의 장문 버전이라고 생각했던 어리석었던 마음이 아예 사라졌습니다 책 안에서 던져주는 조언과 뭔가 모르는 현실성으로 공감되는 부분들이 초겨울인 지금 마음을 따뜻하게 해주더군요 구성이 깔끔하고 캐릭터 하나하나 다 완벽한 서사를 만들어내셔서 제작자분들께 엄청난 노력을 기울이신게 보이더라구요 덕분에 다양한 책을 접하는 데 있어서 거리낌없이 접하게 된 것 같습니다 감사합니다 •^•"
4.0,2023-11-26,추천합니다  감동적인 이야기
4.0,2023-11-25,잔잔한 감동과 가슴이 따뜻해지는 이야기를 읽었다. 쉬어가는 시간이 필요한 현대인들에게 추천한다.
4.0,2023-11-25,재밌습니다.!!!!!
4.0,2023-11-24,재미있게보았어요^^
4.0,2023-11-24,재밌습니다!!!!!
4.0,2023-11-21,단숨에 재밌게 읽었어요
4.0,2023-11-19,재밌게 잘읽었습니다
4.0,2023-11-19,WHEN I READ THE BOOK I FELT SO GOOD AND FUN.
4.0,2023-11-19,WHEN I READ THE BOOK I FELT SO GOOD AND FUN.
4.0,2023-11-19,재밌게 잘 봤습니다.
4.0,2023-11-18,좋은책 좋은 디자인 힐링돼요
4.0,2023-11-17,오랫만에 마음이 따뜻해졌어요~ 페이지가 순삭이네요~
4.0,2023-11-13,오랜만에 사본 소설.재밌네요
4.0,2023-11-11,언제부터 외모지상주의로 바뀐 저의 인식 또한 반성하게 되며 다시한번 주위를 둘러보고 책을 읽는 동안 힐링이 되는 책입니다
4.0,2023-11-08,"누군가의 호의가 선순환이 이루어진다면?

소설의 내용과 같이 하나의 돌맹이에 물결이 멀리멀리 번져나가듯 한 사람의 호의가 갖는 가능성과 확장성에 대해 생각하게 됩니다. 

저도 호의를 베푸는 아름다운 어른으로 살겠습니다! 

마음이 따뜻해지는 소설. 
일단 시작하면 끝까지 손을 놓기 어려운 작품."
4.0,2023-11-06,"아이가 좋아하는 책입니다.
표지가 너무 예쁘네요.
일부러 에디션으로 구입했습니다."
4.0,2023-11-05,불편한 사람들의 감동적인 일상 힐링... ^^
4.0,2023-11-04,연극보고 구매했는데 너무잼있엉ᆢ^^
1.0,2023-11-01,bdndnwnakdjcj
4.0,2023-10-31,"힐링되는 소설
글귀가 고급스러워 읽는 내내 행복했습니다."
4.0,2023-10-31,재미있게 잘 읽었습니다
4.0,2023-10-28,쉽게 읽을 수 있는 힐링소설인것같습니다
4.0,2023-10-27,내용이 좋습니다 추천요
4.0,2023-10-26,"2편도 기대되는 책이예요.
오랜만에 책에 푹빠져 읽었습니다.
힐링이 필요하신분들께 추천입니다."
4.0,2023-10-26,마음이 뭉클해지는 책입니다
4.0,2023-10-22,잔잔한 감동을 받았어요
4.0,2023-10-21,오랜만에 촉촉한 감성을 느꼈어요~
4.0,2023-10-20,조카에게 선물했어요. 다양한 사연의 다른 모습으로 생활하는 이들의 모습을 보고 조카가 사람에 대한 이해의 폭을 넓혔음 해요.
4.0,2023-10-18,시간때우기로 읽는데 재미있으면서도 감동적입니다.
4.0,2023-10-18,자기 전에 읽기 좋아요
4.0,2023-10-18,너무너무 재밌게 읽었고 가슴이 따뜻해집니다
4.0,2023-10-18,아이와 재밌게 읽고 있어요
4.0,2023-10-15,힐링소설이라고 해서 구매해봤어요 기대됩니다
4.0,2023-10-14,"재미게 잘 읽었어요~~~
여러 생각도 하게 되고 정말 여운이 오래 가네요~~~"
4.0,2023-10-10,착한 이야기입니다 그치만 엄청나게 인기있는 이유는 잘 모르겠어요
4.0,2023-10-10,넘 재밌어요 이득 핵이득~
4.0,2023-10-09,마음이 따뜻해지는 책이예요.
4.0,2023-10-08,서로가 서로에게 손님
4.0,2023-10-08,재밌고 유닉합니다 매우 만족합니다
4.0,2023-10-07,"쉽게 읽히고 지루하지 않아요
재미있어서 금세 읽어버렸네요"
4.0,2023-10-07,마음이 따뜻해지는 책입니다.
4.0,2023-10-06,꾸준히 많은 사람들에게 사랑받는 이유가 있네요
4.0,2023-10-05,잼있게 잘 봤어요~~^^
4.0,2023-09-30,한 호흡으로 쭉ㅡ읽을 수 있었음
4.0,2023-09-29,마음이 따뜻해지는 책이에요
4.0,2023-09-29,재미있습니다이편도사세
4.0,2023-09-29,재미있습니다 그래서
4.0,2023-09-28,"잘 읽힙니다..
재미있어요"
4.0,2023-09-28,재미있어요.......
4.0,2023-09-28,I feel so good emotion.
4.0,2023-09-26,"인터넷에 카드리뷰 보고 구매했습니다.
내용이 참신하고 따뜻한 거 같은데 지금 읽고 있는 책 읽고 읽어보려구요.
요즘 뉴스보면 참 흉흉한데 이 책읽고 마음이 따뜻해졌으면 좋겠습니다.
2권도 있는데 2권도 살 예정이에요!"
4.0,2023-09-25,늠나 힐링돼버리는긋
4.0,2023-09-24,학교 추천서로 읽었는데 술술 읽혔어요
4.0,2023-09-23,학교에서 추천서로 사주었는데 제가 더 재미 나게 봤어요
4.0,2023-09-20,도서관에서 빌려읽고 감동받아서 구매했어요. 내용 힐링되요
4.0,2023-09-20,내용이 아주 좋아요 추천요
4.0,2023-09-19,선물하고 싶은 책
4.0,2023-09-19,좋은 인사이트를 얻을 수 있는 책입니다.
4.0,2023-09-15,내용이 정말좋아서 지인들한테 선물 많이했어요~
4.0,2023-09-15,읽으면서 힐링해요. 요즘 시기에 유행인 듯..
4.0,2023-09-15,어머니가 너무 좋아하셔서 구매햇습니다
3.0,2023-09-13,"현 시대의 문제점들을 살며시 녹여내면서 줄곧 따스한 감성을 잃지 않습니다. 그래서 읽기에 편안했고, 다양한 인물들의 상황에도 몰입하기가 좋았습니다."
4.0,2023-09-10,"정말 재밌게 잘 읽었어요~~~
아이도 재밌다고 여러번 읽었네요~~감동~~~"
4.0,2023-09-09,지인의 추천으로 읽게 되었어요 순식간에 한 권을 뚝딱!!했습니다 :)
4.0,2023-09-04,따뜻해요!!!!!!
4.0,2023-09-04,지인에게 선물했어요. 재미있어서...
4.0,2023-09-01,"내욜이 술술 읽혀서 시간가는 줄 모르고 봤습니다. 
저는 책을 중간정도까지 읽다 그만두는 버릇이 있는데, 이 책은 재밌어서 회사 점심시간에도 틈틈이 시간 내서 읽을 정도로 재밌었습니다. ""결국 삶은 관계였고 관계는 소통이었다.""라는 책 소개가 아주 잘 어울립니다. 2편도 사서 봐야겠습니다 ㅎㅎㅎㅎ"
4.0,2023-08-30,오랜만에 마음이 몽글몽글해졌어요
4.0,2023-08-29,"남녀노소 모든 사람들에게 감동과 위로를
주는 책"
4.0,2023-08-25,친구에게 선물해주었는데 좋아합니다~!
4.0,2023-08-24,최고예요.최고예요.
4.0,2023-08-23,재미와 감동 모두 받고 있어요
4.0,2023-08-22,"쉼없이 읽혀졌습니다.
재미, 감동 모두 만족스럽습니다."
4.0,2023-08-22,"쉼없이 읽어지네요
공감,  재미 모두 만족스럽습니다."
4.0,2023-08-20,재미있게 잘봤습니다
3.0,2023-08-20,"오랜만에 책 사요..
기대되는 책이예요~~"
2.0,2023-08-20,결국 삶은 관계였다.
4.0,2023-08-18,지인이 사서 봤다는데 좋네요
4.0,2023-08-16,힐링되는 따뜻한 이야기
4.0,2023-08-16,읽고나면 마음이 따뜻해져요
4.0,2023-08-16,이 책을 읽으면서 책장을 빨리 넘기기보다는 느리게 넘기고 싶었어요 많은 이들의 인생을 보며 공감하고 위로를 받으며 힐링됐어요
4.0,2023-08-15,재미나게 잘 읽었어요.
4.0,2023-08-13,힐링되는 도서입니다.
4.0,2023-08-07,재미와 감동을 동시에 주는책 입니다. 술술 잘 읽혀요
4.0,2023-08-07,재미와 감동을 동시에 주는책 입니다. 술술 잘 읽혀요
4.0,2023-08-05,술술 잘 읽히고 힐링되는 책
4.0,2023-08-03,책 속의 이야기에 빠져들어요
3.0,2023-08-03,편의점의 세계에 입문하다
4.0,2023-08-01,추천받아서 남자친구 선물로 구매했습니다. 재밋어서 꼭 2편도 선물해주고싶어요🩷
4.0,2023-07-31,"초3아이가 읽어보고 싶어해서 구입했어요
재밌다고 하네요"
4.0,2023-07-30,방학동안 추천도서로 주문했습니다
4.0,2023-07-29,"추천 받아서 이제서야 기대하고 주문 하였어요 
예쁘고 기대되요"
4.0,2023-07-29,아이가 고른책 재미있게 읽었어요
4.0,2023-07-29,아이가 고른책. 재미있게 읽었어요
4.0,2023-07-26,재미있게 잘 읽었습니다
4.0,2023-07-26,재미있게 잘 읽었습니다.
3.0,2023-07-25,재미있게 잘 읽었습니다~
4.0,2023-07-24,이책은 감동적인 이야기에요
4.0,2023-07-23,좋아요 좋은 책입니다
4.0,2023-07-23,가슴따뜻한 이야기 정말 감동적이였어요. 주변에 마구 추천하고 있습니다
4.0,2023-07-21,재미와 감동을 모두 느낄 수 있어요
4.0,2023-07-19,왜 계속 베스트셀러에 있는지 알겠는..진짜 너무 재미잇게 읽었습니다!
4.0,2023-07-19,내용 잘 재미있어요
4.0,2023-07-18,오랜만에 마음이 따뜻 몽글
4.0,2023-07-18,오랜만의 따뜻한 이야기
4.0,2023-07-15,아이가 원해서.구입했어요
4.0,2023-07-14,재밌어요 잘보고있어요
4.0,2023-07-14,"지인이 추천해서 책을 샀어요
잘 읽어볼께요"
4.0,2023-07-13,감동받아서 울다가도 좋아서 웃었네요
4.0,2023-07-13,"배송도 빠르고,포장도 꼼꼼합니다.힐링돼요."
4.0,2023-07-09,강력하거나 자극적인 소재가 없어서 힐링받고 싶을때 편하게 읽을 수 있는 책
4.0,2023-07-06,코로나 시국때 일어난 이야기들이라 많이 공감되고 재미있고 넘 빨리 읽혀서 아쉬었어요^^
4.0,2023-07-05,잔잔하게 읽기 좋은 책
4.0,2023-07-05,나도 따뜻한 어른이고 싶다.
4.0,2023-07-02,힐링돼요.힐링돼요.
4.0,2023-07-02,시간 가는줄 모르고 읽었어요~
3.0,2023-06-30,잔잔한 감동 너무 재밌네요
4.0,2023-06-29,우리 주변의 소소한 일상을 그린 공감가는 내용입니다
4.0,2023-06-28,앉은 자리에서 바로 끝까지 다 읽었습니다 감동적이에요
4.0,2023-06-26,너무잼있게 아이랑같이읽었네요.
4.0,2023-06-25,일반 시민들의 애환을 잘  녹여서 씁니다 재밌는 이야기 입니다
4.0,2023-06-25,재미있고 감동적인 책이예요~
4.0,2023-06-25,소소한이야기와 잔잔한 감동
4.0,2023-06-25,생각보다 재미있게 읽었습니다
4.0,2023-06-24,읽는게 술술 넘어가요
4.0,2023-06-21,오랜만에  가슴 따뜻하면서도 재미있게 한숨에 다 읽었네요.
4.0,2023-06-21,다음작품이 기다려지는 작품이에요. 우리 주변에 있을 것은. 그랬으면 하는 이야기에 절로 공감이 되고 동화되어간답니다
4.0,2023-06-21,전세대가 볼수 있는 책같아 구입
4.0,2023-06-20,재미있게 읽어 보려고 구매
4.0,2023-06-20,역시 2편도 너무 재밌고 따듯햇어여. 언젠가 청파동에 들려보고싶을만큼요! 언제나 그자리에서 있어줬으면하는 불편한편의점!! 읽는동안행복했어여 ㅠㅠ
3.0,2023-06-16,그냥 가볍게 읽는 책입니다. 막 권할 정도는 아니네요
4.0,2023-06-16,초등5학년 여아가 좋아하네요
4.0,2023-06-16,공감되는 얘기가 많네요.
3.0,2023-06-15,가슴 먹먹한 이야기 잘 읽었어요
4.0,2023-06-13,"뭔가 끌리는 제목으로 구매했는데, 많이 재밌으면서 공감가는 내용이에요"
4.0,2023-06-09,재미있게 잘 봤어요.
4.0,2023-06-08,따스하고 진정 인연에 고리는 최고에 선물이다.슬픔과 감동.넘 잼있게 보았네요..
4.0,2023-06-07,마음이 따뜻해지는 책이네요 2권도 너무 기대가 되네요~
4.0,2023-06-06,시간 가는 줄 모르고 봤어요
4.0,2023-06-05,아주 재밌게 잘봤습니다 고맙습니다
4.0,2023-06-05,읽으면 읽을수록 맘에 새롭게 느껴지네요
4.0,2023-06-03,"힐링받는 좋은 책 이예요
추천합니다 ^^"
4.0,2023-05-31,아이가 재미 있어하네요~
4.0,2023-05-30,어른다운 어른이 등장하는 따뜻한 책
4.0,2023-05-30,술술술 너무 재미나게 읽히는 소설이에요
4.0,2023-05-30,신선하고 너무 재밌어요ㅎㅎ
4.0,2023-05-28,베스트셀러는 이유가있네요 너무 좋았어요
4.0,2023-05-25,편의점의 베스트셀러 참참참 참치김밥 참깨라면 참이슬
4.0,2023-05-23,추천받아 구매했는데 추천해준 이유가 있었네요 재미있게 잘 읽었어요
4.0,2023-05-22,시간 가는 줄 모르고 읽었습니다.
4.0,2023-05-22,아름다운 이야기들. 힐링 그 자체
4.0,2023-05-21,다들 많이 읽는 이유가 있네요
4.0,2023-05-20,정말재있게 읽었어요!!
4.0,2023-05-20,또 읽고해도 너무 재밌어요
4.0,2023-05-19,"배송도 빠르고 좋아요 ㅎㅎ 
재미나요."
4.0,2023-05-18,다양한 사람들에 관한 이야기가 소소하게 재밌네요
4.0,2023-05-18,읽을수록 마음이 따스해지네요
4.0,2023-05-18,하도 재밌다길래 궁금해서 사봤는데 재미있네요 우리에게 친숙한 편의점을 소재로 해서 좋습니다
4.0,2023-05-17,ㄹㄹㄹㅈㄹㅈㄹㅈㄹㅈㄹㅈㄹㅈㄹㅈㅈㄹㅈㄹㅈㄹㅈ
4.0,2023-05-17,ㄹㄹㄹㅈㄹㅈㄹㅈㄹㅈㄹㅈㄹㅈㄹㅈㅈㄹㅈㄹㅈㄹㅈ
4.0,2023-05-17,ㄹㄹㄹㅈㄹㅈㄹㅈㄹㅈㄹㅈㄹㅈㄹㅈㅈㄹㅈㄹㅈㄹㅈ
